user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,primary_game_at_first_stay,experiment_type,TM_ADT,adt_jump_L24_to_L12,adt_jump_L12_to_TM,eligible_for_host
A37375,1,Prime,49,QC,262.8,31 - 40,1,1,1,0,0.093,0.0,0.0,0.093,92,0,0,92,22,0,0,22,2,2,1,0,0,1,1,0,0,1,1326,0,0,1326,16,0,0,16,0,3,3,1,0,0,2,1.75,0.0,0.044,1.376,1967,0,15,1632,51,0,729,16,1,87,15,1,0,SLOT,ETG_CROSS_SELL,92.0,True,True,True
A3740,1,Prime,291,Makati_BGC,75.6,51 - 60,1,1,0,1,3.684,3.684,0.0,0.0,4241,4241,0,0,547,547,0,0,1,1,1,0,0,0,2,2,0,0,4221,4221,0,0,860,860,0,0,0,5,5,1,0,4,0,7.888,7.888,0.0,0.0,16801,16801,0,0,1026,1026,0,0,1,4228,539,1,3,SLOT,ETG_CROSS_SELL,4241.0,False,True,False
A37585,1,Elite,140,Makati_BGC,75.6,51 - 60,1,1,1,0,0.868,0.868,0.0,0.0,2035,2035,0,0,547,547,0,0,1,1,1,0,0,0,1,1,0,0,1177,1177,0,0,437,437,0,0,0,3,3,3,0,0,0,1.748,1.748,0.0,0.0,3260,3260,0,0,472,472,0,0,3,2027,539,1,0,SLOT,ETG_CROSS_SELL,2035.0,False,True,False
A37634,1,Prime,21,Makati_BGC,48.6,31 - 40,1,1,0,1,0.305,0.0,0.0,0.305,166,0,0,166,39,0,0,39,2,2,0,1,0,1,1,0,0,1,473,0,0,473,12,0,0,12,1,4,4,0,1,2,1,3.003,0.0,0.048,2.598,2810,0,0,2721,25,0,146,23,3,160,29,1,0,SLOT,ETG_CROSS_SELL,166.0,False,True,False
A37648,1,Prime,15,Makati_BGC,81.6,31 - 40,1,1,0,1,0.64,0.0,0.64,0.0,219,0,219,0,274,0,274,0,1,1,1,0,0,0,1,0,1,0,335,0,335,0,642,0,642,0,1,2,2,1,0,1,0,1.164,0.0,1.164,0.0,569,0,569,0,530,0,530,0,1,219,262,1,0,SLOT,ETG_CROSS_SELL,219.0,False,False,False
A37676,1,Prime,128,Pasay,154.8,31 - 40,1,1,1,0,1.518,0.223,0.0,0.536,2025,288,0,725,186,547,0,36,2,2,2,0,0,0,9,1,0,2,20274,2406,248,5009,397,650,1416,42,1,3,3,3,0,0,0,11.808,2.241,0.151,2.405,25170,4182,248,5681,454,798,1416,38,3,2012,175,1,1,SLOT,ETG_CROSS_SELL,2025.0,True,True,True
A37702,2,Prime,55,Mandaluyong_Pasig,98.4,51 - 60,1,2,2,0,4.054,0.0,0.473,1.554,3791,0,117,1779,83,0,262,29,2,2,2,0,0,0,3,0,0,3,8179,0,0,8179,43,0,0,43,1,2,2,2,0,0,0,3.277,0.0,0.0,3.277,8179,0,0,8179,43,0,0,43,1,3791,73,2,4,SLOT,ETG_CROSS_SELL,1895.5,True,False,False
A3771,1,Supreme,405,Makati_BGC,52.2,Above 60,1,1,0,1,0.17,0.17,0.0,0.0,29,29,0,0,244,244,0,0,1,1,0,0,1,0,0,0,0,0,79,79,0,0,1094,1094,0,0,75,7,7,2,2,1,2,3.668,3.668,0.0,0.0,8206,8206,0,0,2024,2024,0,0,111,29,233,1,0,SLOT,ETG_CROSS_SELL,29.0,False,False,False
A37836,1,Prime,4,Pasay,297.0,41 - 50,1,1,1,0,0.131,0.0,0.0,0.131,131,0,0,131,36,0,0,36,1,1,0,0,0,1,0,0,0,0,310,0,0,310,64,0,0,64,1,2,2,0,0,1,1,0.684,0.0,0.0,0.684,579,0,0,579,28,0,0,28,3,117,29,1,0,SLOT,ETG_CROSS_SELL,131.0,False,True,False
A37899,1,Prime,166,Pasay,311.4,Above 60,1,1,0,1,0.259,0.0,0.0,0.259,377,0,0,377,20,0,0,20,2,2,1,0,1,0,7,1,0,3,10804,3136,0,3211,122,547,0,20,1,6,6,3,0,3,0,10.549,4.623,0.0,2.759,24136,16468,0,3211,261,522,0,20,7,365,15,1,0,SLOT,ETG_CROSS_SELL,377.0,False,True,False
A38121,1,Elite,321,Makati_BGC,51.0,51 - 60,1,1,0,1,4.983,4.983,0.0,0.0,4681,4681,0,0,219,219,0,0,1,1,0,0,0,1,2,2,0,0,1630,1630,0,0,219,219,0,0,0,5,5,0,1,2,2,8.316,8.316,0.0,0.0,7486,7486,0,0,276,276,0,0,13,4680,219,1,4,SLOT,ETG_CROSS_SELL,4681.0,False,True,False
A38164,2,Prime,551,QC,184.8,31 - 40,1,2,0,2,4.207,4.207,0.0,0.0,7948,7948,0,0,1094,1094,0,0,2,2,0,1,0,1,18,12,0,1,43838,26415,0,3208,1153,1198,0,131,0,2,2,0,1,0,1,17.97,11.657,0.0,0.707,43838,26415,0,3208,1153,1198,0,131,6,7946,1094,2,4,SLOT,ETG_CROSS_SELL,3974.0,True,True,True
A38173,1,Elite,23,Manila,0.0,31 - 40,1,1,0,1,0.34,0.34,0.0,0.0,331,331,0,0,1094,1094,0,0,1,1,0,0,0,1,0,0,0,0,364,364,0,0,4374,4374,0,0,0,1,1,0,0,0,1,0.051,0.051,0.0,0.0,364,364,0,0,4374,4374,0,0,2,321,1094,1,0,SLOT,ETG_CROSS_SELL,331.0,True,True,True
A38254,1,Prime,24,Makati_BGC,45.0,31 - 40,1,1,1,0,0.046,0.046,0.0,0.0,102,102,0,0,437,437,0,0,2,2,2,0,0,0,1,1,0,0,2059,1335,0,0,428,437,15,0,1,2,2,2,0,0,0,1.201,0.741,0.013,0.0,2059,1335,0,0,428,437,15,0,1,87,437,1,0,SLOT,ETG_CROSS_SELL,102.0,True,True,True
A38370,4,Elite,111,Manila,0.0,Above 60,2,4,3,1,5.983,0.0,1.15,2.482,10763,0,2508,3983,782,0,2015,39,1,1,1,0,0,0,0,0,0,0,190,0,0,190,44,0,0,44,2,1,1,1,0,0,0,0.086,0.0,0.0,0.086,190,0,0,190,44,0,0,44,2,5380,379,2,2,SLOT,ETG_CROSS_SELL,2690.75,True,True,True
A38432,1,Prime,2,Makati_BGC,45.0,41 - 50,1,1,0,1,0.194,0.0,0.0,0.194,54,0,0,54,21,0,0,21,1,1,0,0,1,0,0,0,0,0,41,0,0,41,22,0,0,22,0,2,2,1,0,1,0,0.175,0.0,0.0,0.175,391,0,0,391,27,0,0,27,1,44,15,1,0,SLOT,ETG_CROSS_SELL,54.0,False,True,False
A38549,1,Elite,61,Makati_BGC,87.6,Above 60,1,1,1,0,0.92,0.92,0.0,0.0,916,916,0,0,219,219,0,0,2,2,1,0,1,0,2,1,1,0,4280,1630,948,0,741,547,1088,0,0,8,10,2,1,4,3,13.869,1.727,9.184,0.0,14316,2617,7669,0,703,385,776,0,6,904,219,1,0,SLOT,ETG_CROSS_SELL,916.0,False,True,False
A38590,2,Prime,63,QC,273.6,51 - 60,1,2,2,0,0.295,0.295,0.0,0.0,891,891,0,0,547,547,0,0,2,2,1,0,0,1,1,1,0,0,3748,3748,0,0,474,474,0,0,0,3,4,1,0,1,2,3.253,3.253,0.0,0.0,10080,10080,0,0,478,478,0,0,2,889,539,2,0,SLOT,ETG_CROSS_SELL,445.5,False,True,False
A38689,1,Prime,34,QC,84.0,51 - 60,1,1,0,1,0.328,0.0,0.0,0.328,498,0,0,498,41,0,0,41,1,1,1,0,0,0,1,0,0,1,664,0,0,664,36,0,0,36,1,1,1,1,0,0,0,0.661,0.0,0.0,0.661,664,0,0,664,36,0,0,36,1,496,29,1,0,SLOT,ETG_CROSS_SELL,498.0,True,True,True
A38752,1,Elite,121,Makati_BGC,52.2,31 - 40,1,1,1,0,1.242,1.242,0.0,0.0,1761,1761,0,0,1094,1094,0,0,1,1,0,0,0,1,0,0,0,0,78,78,0,0,2187,2187,0,0,0,2,2,1,0,0,1,0.08,0.034,0.0,0.046,107,78,0,29,937,2187,0,15,1,1750,1094,1,1,SLOT,ETG_CROSS_SELL,1761.0,True,True,True
A38871,1,Elite,8,Makati_BGC,46.2,51 - 60,1,1,1,0,0.038,0.038,0.0,0.0,115,115,0,0,2187,2187,0,0,1,1,1,0,0,0,0,0,0,0,1410,1410,0,0,2695,2695,0,0,0,8,8,4,0,3,1,13.674,13.674,0.0,0.0,15865,15865,0,0,1200,1200,0,0,1,102,2187,1,0,SLOT,ETG_CROSS_SELL,115.0,False,True,False
A38883,2,Prime,21,QC,202.8,Above 60,2,5,4,1,3.203,0.12,1.043,1.759,1949,267,394,902,152,437,341,13,1,1,1,0,0,0,1,1,0,0,2555,2555,0,0,547,547,0,0,0,2,3,2,0,0,1,3.682,0.698,0.997,0.495,3766,2555,335,270,285,547,320,31,1,962,73,2,1,SLOT,ETG_CROSS_SELL,389.8,True,True,True
A38929,3,Prime,177,Pasay,136.8,31 - 40,2,3,2,1,8.249,8.249,0.0,0.0,9502,9502,0,0,556,556,0,0,2,2,1,0,1,0,1,1,0,0,1410,1410,0,0,693,693,0,0,1,7,9,5,2,2,0,10.133,5.517,1.601,0.0,20383,13365,1560,0,859,867,924,0,3,4739,277,1,4,SLOT,ETG_CROSS_SELL,3167.3333333333335,False,True,False
A38934,1,Elite,306,Manila,0.0,51 - 60,1,1,0,1,12.186,0.0,5.046,1.047,7471,0,2552,1184,278,0,332,19,2,2,0,0,2,0,11,0,0,11,11131,0,0,11131,16,0,0,16,0,3,4,2,0,2,0,21.817,0.0,0.0,21.817,22627,0,0,22627,17,0,0,17,4,7465,277,1,12,SLOT,ETG_CROSS_SELL,7471.0,False,True,False
A38961,3,Premium,214,Makati_BGC,52.2,41 - 50,2,3,0,3,4.452,0.0,0.0,4.452,12153,0,0,12153,41,0,0,41,2,2,0,0,1,1,0,0,0,0,875,0,0,875,62,0,0,62,0,4,5,1,1,1,2,1.89,0.0,0.0,1.89,2767,0,0,2767,36,0,0,36,1,6065,15,1,2,SLOT,ETG_CROSS_SELL,4051.0,False,True,False
A39050,2,Elite,40,Makati_BGC,48.6,31 - 40,2,2,1,1,0.386,0.0,0.386,0.0,1152,0,1152,0,2813,0,2813,0,1,1,1,0,0,0,0,0,0,0,73,0,73,0,2626,0,2626,0,6,6,19,11,4,2,2,8.161,0.037,8.124,0.0,106369,1043,105326,0,8399,29160,8305,0,21,569,1400,1,0,SLOT,ETG_CROSS_SELL,576.0,False,True,False
A39081,1,Elite,230,Manila,0.0,51 - 60,1,1,0,1,3.298,1.314,0.0,0.335,6694,3118,0,229,352,437,0,16,1,1,0,0,1,0,1,0,0,1,1095,0,0,1095,33,0,0,33,0,2,2,0,0,2,0,3.943,0.455,0.0,2.058,6223,1828,0,1831,119,437,0,26,2,6692,350,1,3,SLOT,ETG_CROSS_SELL,6694.0,False,True,False
A39153,1,Elite,35,QC,258.0,31 - 40,1,1,0,1,0.223,0.223,0.0,0.0,509,509,0,0,547,547,0,0,1,1,0,0,0,1,1,1,0,0,4447,4447,0,0,2240,2240,0,0,1,2,2,0,0,1,1,1.581,1.581,0.0,0.0,4776,4776,0,0,2008,2008,0,0,3,496,539,1,0,SLOT,ETG_CROSS_SELL,509.0,True,True,True
A39197,1,Prime,20,QC,187.8,21 - 30,1,1,0,1,0.184,0.0,0.0,0.184,292,0,0,292,29,0,0,29,1,1,0,0,1,0,0,0,0,0,298,0,0,298,22,0,0,22,2,2,3,2,0,1,0,8.547,1.233,0.173,1.831,14982,1240,0,4297,281,626,15,52,2,292,29,1,0,SLOT,ETG_CROSS_SELL,292.0,False,False,False
A39230,1,Prime,237,QC,333.6,Above 60,1,1,1,0,2.78,2.78,0.0,0.0,5292,5292,0,0,437,437,0,0,2,2,1,0,0,1,3,3,0,0,5159,5159,0,0,437,437,0,0,0,4,5,2,0,1,2,7.19,7.19,0.0,0.0,11307,11307,0,0,437,437,0,0,1,5278,437,1,2,SLOT,ETG_CROSS_SELL,5292.0,False,True,False
A39415,1,Prime,351,Makati_BGC,52.2,51 - 60,1,1,1,0,7.412,0.801,0.0,2.905,10751,874,0,4501,93,233,0,55,2,2,1,0,1,0,12,2,0,4,20622,3123,0,7188,257,653,0,58,0,5,5,4,0,1,0,21.304,4.546,0.133,5.411,33394,7768,15,9280,231,488,190,59,1,10745,87,1,7,SLOT,ETG_CROSS_SELL,10751.0,False,True,False
A39421,1,Elite,176,Pasay,282.6,31 - 40,1,1,1,0,2.512,0.45,0.806,0.0,6444,481,2741,0,2285,1458,2746,0,2,2,1,1,0,0,5,1,1,0,15645,2012,5001,810,1766,1094,2322,64,2,3,7,6,1,0,0,25.747,2.312,10.818,0.202,101600,5511,46671,864,2784,1094,3277,71,4,6444,2274,1,2,SLOT,ETG_CROSS_SELL,6444.0,False,False,False
A39438,1,Prime,44,Makati_BGC,57.6,41 - 50,1,1,1,0,0.641,0.0,0.641,0.0,933,0,933,0,1435,0,1435,0,2,2,0,2,0,0,1,0,0,1,1184,0,0,1184,39,0,0,39,6,4,4,2,2,0,0,2.282,0.0,0.312,1.33,2263,0,175,1549,199,0,616,41,8,933,1429,1,0,SLOT,ETG_CROSS_SELL,933.0,False,False,False
A39536,1,Prime,1,Pasay,154.8,21 - 30,1,1,0,1,0.218,0.0,0.218,0.0,15,0,15,0,146,0,146,0,1,1,0,1,0,0,2,0,1,0,151,0,58,17,137,0,146,22,0,3,4,2,1,1,0,4.516,0.0,3.71,0.054,705,0,612,17,243,0,268,22,1,15,146,1,0,SLOT,ETG_CROSS_SELL,15.0,False,False,False
A39585,2,Elite,145,Manila,0.0,Above 60,1,2,2,0,7.854,0.552,0.0,4.859,6320,1323,0,2891,87,547,0,13,1,2,2,0,0,0,8,2,0,2,14233,4980,0,2292,323,547,0,30,0,4,9,9,0,0,0,39.456,7.942,0.0,18.149,36177,12326,0,7863,165,403,0,11,2,6313,73,2,7,SLOT,ETG_CROSS_SELL,3160.0,False,True,False
A39704,1,Prime,33,Pasay,154.8,31 - 40,1,1,0,1,0.173,0.173,0.0,0.0,566,566,0,0,437,437,0,0,2,2,1,0,1,0,1,0,0,1,1681,407,0,1274,135,219,0,64,2,3,3,2,0,1,0,7.313,2.18,0.0,1.991,9686,2280,0,3404,153,246,0,46,2,554,437,1,0,SLOT,ETG_CROSS_SELL,566.0,False,True,False
A39715,1,Prime,13,QC,269.4,Above 60,1,1,0,1,1.469,0.0,1.469,0.0,321,0,321,0,343,0,343,0,2,2,0,0,0,2,2,0,1,0,278,0,73,95,91,0,130,4,0,4,5,2,0,1,2,8.061,5.605,1.407,0.473,8873,8595,73,95,292,380,130,4,2,321,335,1,1,SLOT,ETG_CROSS_SELL,321.0,False,False,False
A39786,1,Elite,96,Makati_BGC,52.2,51 - 60,1,1,0,1,1.25,1.25,0.0,0.0,1221,1221,0,0,219,219,0,0,2,2,1,0,0,1,1,1,0,0,2111,2111,0,0,937,937,0,0,1,9,10,7,0,0,3,8.753,8.753,0.0,0.0,14226,14226,0,0,909,909,0,0,3,1210,219,1,1,SLOT,ETG_CROSS_SELL,1221.0,False,True,False
A39873,1,Prime,67,Makati_BGC,73.8,31 - 40,1,1,0,1,0.482,0.0,0.0,0.482,802,0,0,802,43,0,0,43,2,2,0,1,0,1,3,0,0,3,2539,0,0,2539,28,0,0,28,0,4,4,1,1,0,2,5.309,0.0,0.0,5.309,4479,0,0,4479,27,0,0,27,1,802,29,1,0,SLOT,ETG_CROSS_SELL,802.0,False,False,False
A39928,1,Prime,72,Pasay,224.4,51 - 60,1,1,0,1,1.538,0.0,0.694,0.075,1225,0,554,58,609,0,671,44,2,2,2,0,0,0,3,0,3,0,4126,0,4126,0,1300,0,1300,0,1,5,5,3,0,0,2,8.24,0.0,8.24,0.0,7946,0,7946,0,877,0,877,0,3,1225,598,1,1,SLOT,ETG_CROSS_SELL,1225.0,False,False,False
A39946,1,Prime,23,QC,202.8,41 - 50,1,1,1,0,0.655,0.0,0.0,0.655,436,0,0,436,20,0,0,20,2,2,0,1,1,0,3,0,0,3,1537,0,0,1537,17,0,0,17,0,4,6,3,2,1,0,8.956,0.0,0.0,8.956,4157,0,0,4157,11,0,0,11,2,423,15,1,0,SLOT,ETG_CROSS_SELL,436.0,False,True,False
A40027,1,Prime,24,Pasay,163.8,31 - 40,1,1,1,0,0.008,0.008,0.0,0.0,23,23,0,0,1094,1094,0,0,2,2,0,0,0,2,1,0,0,0,2173,539,0,889,353,437,0,322,1,5,5,1,0,1,3,5.606,2.053,0.0,1.014,11658,4321,0,2057,787,1026,0,138,7,15,1094,1,0,SLOT,ETG_CROSS_SELL,23.0,False,True,False
A40145,1,Prime,160,QC,155.4,Above 60,1,1,1,0,0.911,0.0,0.0,0.911,606,0,0,606,29,0,0,29,2,2,1,0,1,0,6,0,0,6,6459,0,0,6459,27,0,0,27,1,5,5,1,0,2,2,12.828,0.0,0.0,12.828,11272,0,0,11272,20,0,0,20,1,598,29,1,0,SLOT,ETG_CROSS_SELL,606.0,False,True,False
A40337,1,Elite,287,Mandaluyong_Pasig,116.4,51 - 60,1,1,1,0,1.98,1.98,0.0,0.0,4811,4811,0,0,437,437,0,0,2,2,1,1,0,0,3,3,0,0,7563,7563,0,0,483,483,0,0,0,8,9,7,2,0,0,10.905,10.905,0.0,0.0,33560,33560,0,0,463,463,0,0,3,4797,437,1,1,SLOT,ETG_CROSS_SELL,4811.0,False,True,False
A40398,1,Elite,10,Makati_BGC,51.0,Above 60,1,1,0,1,0.292,0.0,0.0,0.292,141,0,0,141,21,0,0,21,1,1,0,0,0,1,1,0,0,1,306,0,0,306,15,0,0,15,0,4,4,0,0,2,2,1.786,0.0,0.0,1.786,655,0,0,655,15,0,0,15,1,131,15,1,0,SLOT,ETG_CROSS_SELL,141.0,False,True,False
A40403,1,Prime,22,Makati_BGC,46.2,31 - 40,1,1,0,1,0.866,0.0,0.306,0.127,654,0,262,65,626,0,875,28,1,1,0,0,1,0,0,0,0,0,233,0,233,0,609,0,609,0,0,2,2,0,0,2,0,1.368,0.0,1.368,0.0,875,0,875,0,634,0,634,0,3,642,612,1,0,SLOT,ETG_CROSS_SELL,654.0,False,True,False
A40425,1,Prime,58,Makati_BGC,48.6,51 - 60,1,1,1,0,0.064,0.0,0.0,0.064,87,0,0,87,29,0,0,29,2,2,2,0,0,0,4,1,2,0,3332,1221,525,0,483,437,511,0,5,10,11,10,1,0,0,26.175,8.931,8.552,0.338,34460,15958,7611,146,693,511,887,15,7,87,29,1,0,SLOT,ETG_CROSS_SELL,87.0,False,False,False
A40590,1,Prime,228,Pasay,195.6,41 - 50,2,2,2,0,5.543,3.226,0.526,0.0,5783,3738,292,0,508,547,340,0,2,2,2,0,0,0,5,5,0,0,9917,9917,0,0,963,963,0,0,1,9,10,9,1,0,0,18.505,18.505,0.0,0.0,30842,30842,0,0,815,815,0,0,2,2887,248,1,2,SLOT,ETG_CROSS_SELL,2891.5,False,True,False
A40644,2,Prime,58,Pasay,96.6,31 - 40,1,2,2,0,2.112,0.254,1.025,0.0,4122,836,1545,0,1125,437,1351,0,2,2,1,1,0,0,0,0,0,0,292,0,0,146,31,0,35,29,0,3,3,2,1,0,0,0.636,0.0,0.39,0.12,452,0,160,146,340,0,535,29,1,4112,1123,2,2,SLOT,ETG_CROSS_SELL,2061.0,True,True,True
A40660,1,Prime,71,Pasay,182.4,31 - 40,1,1,0,1,0.408,0.408,0.0,0.0,980,980,0,0,437,437,0,0,2,2,0,0,0,2,3,1,1,0,4862,3784,1079,0,838,825,853,0,1,3,3,0,0,0,3,6.943,1.38,5.563,0.0,8507,3784,4724,0,807,825,803,0,1,977,437,1,0,SLOT,ETG_CROSS_SELL,980.0,False,True,False
A40708,1,Prime,55,QC,333.6,51 - 60,1,1,0,1,0.284,0.284,0.0,0.0,808,808,0,0,2187,2187,0,0,1,1,0,1,0,0,0,0,0,0,131,0,131,0,365,0,365,0,0,4,4,0,4,0,0,4.886,0.0,4.886,0.0,6357,0,6357,0,1466,0,1466,0,1,802,2187,1,0,SLOT,ETG_CROSS_SELL,808.0,False,True,False
A40732,3,Elite,21,Manila,0.0,51 - 60,1,3,3,0,1.189,0.0,0.0,1.189,912,0,0,912,15,0,0,15,1,1,1,0,0,0,3,0,0,3,1995,0,0,1995,14,0,0,14,0,3,4,3,0,1,0,12.122,0.0,0.963,7.043,6304,0,175,4211,38,0,158,15,1,904,15,3,1,SLOT,ETG_CROSS_SELL,304.0,False,True,False
A4084,1,Elite,45,Makati_BGC,48.6,Above 60,1,1,0,1,0.35,0.0,0.0,0.35,656,0,0,656,46,0,0,46,1,1,1,0,0,0,5,0,0,5,4461,0,0,4461,13,0,0,13,0,3,5,3,0,1,1,18.923,0.0,0.0,18.923,31921,0,0,31921,31,0,0,31,2,656,44,1,0,SLOT,ETG_CROSS_SELL,656.0,False,False,False
A40924,2,Premium,42,Others,0.0,Above 60,1,2,2,0,1.392,1.3,0.0,0.092,1152,831,0,321,911,969,0,87,2,2,1,0,0,1,9,0,5,0,6419,0,3732,46,645,0,690,32,3,6,11,9,0,0,2,27.096,0.0,7.375,15.909,35059,0,7100,25318,322,0,786,40,3,1152,904,2,1,SLOT,ETG_CROSS_SELL,576.0,False,False,False
A41012,1,Prime,13,Pasay,297.0,31 - 40,1,1,0,1,0.113,0.0,0.0,0.113,138,0,0,138,37,0,0,37,2,2,0,1,1,0,0,0,0,0,318,0,15,267,178,0,437,80,6,2,2,0,1,1,0,0.483,0.0,0.069,0.285,318,0,15,267,178,0,437,80,6,131,29,1,0,SLOT,ETG_CROSS_SELL,138.0,True,True,True
A41110,2,Elite,43,QC,155.4,31 - 40,1,2,2,0,2.502,0.333,1.026,0.0,2431,611,656,0,580,437,609,0,1,1,1,0,0,0,0,0,0,0,73,0,73,0,204,0,204,0,0,8,9,9,0,0,0,4.302,0.0,4.302,0.0,1502,0,1502,0,289,0,289,0,6,2420,569,2,2,SLOT,ETG_CROSS_SELL,1215.5,False,True,False
A41159,1,Prime,23,QC,155.4,31 - 40,1,1,1,0,0.518,0.093,0.166,0.0,360,151,29,0,267,437,172,0,2,2,0,0,1,1,5,0,2,0,2246,397,408,74,295,327,296,61,0,4,4,0,0,2,2,6.83,0.262,3.807,0.063,3005,397,1166,74,293,327,292,61,2,350,262,1,0,SLOT,ETG_CROSS_SELL,360.0,True,True,True
A41195,1,Prime,19,QC,187.8,51 - 60,1,1,1,0,0.324,0.034,0.0,0.128,179,70,0,19,249,1094,0,22,2,2,2,0,0,0,1,0,0,1,707,0,0,707,21,0,0,21,0,8,10,9,0,0,1,6.771,0.0,0.0,6.771,4878,0,0,4878,12,0,0,12,2,175,248,1,0,SLOT,ETG_CROSS_SELL,179.0,False,True,False
A41237,1,Prime,153,Pasay,297.0,51 - 60,1,1,0,1,0.866,0.0,0.0,0.866,2136,0,0,2136,47,0,0,47,2,2,1,0,1,0,5,0,0,4,8590,0,758,5494,297,0,1696,27,3,2,2,1,0,1,0,5.359,0.0,0.428,3.921,8590,0,758,5494,297,0,1696,27,3,2129,44,1,0,SLOT,ETG_CROSS_SELL,2136.0,True,True,True
A41251,1,Prime,33,Mandaluyong_Pasig,75.0,51 - 60,1,1,1,0,1.431,0.0,0.0,1.431,948,0,0,948,15,0,0,15,2,2,0,0,0,2,0,0,0,0,204,0,0,204,11,0,0,11,9,6,6,2,0,0,4,2.614,0.0,0.03,1.956,1888,0,0,1359,19,0,15,17,16,948,15,1,1,SLOT,ETG_CROSS_SELL,948.0,False,False,False
A41395,2,Prime,98,QC,262.8,51 - 60,1,2,1,1,3.074,3.074,0.0,0.0,2850,2850,0,0,219,219,0,0,1,1,1,0,0,0,0,0,0,0,102,0,102,0,437,0,437,0,0,6,8,8,0,0,0,7.654,0.0,2.872,3.544,5390,0,846,3276,181,0,401,25,3,2843,219,2,3,SLOT,ETG_CROSS_SELL,1425.0,False,True,False
A41412,2,Prime,165,QC,333.6,41 - 50,1,4,2,2,14.645,0.0,0.0,14.645,9618,0,0,9618,18,0,0,18,1,2,1,1,0,0,8,0,0,8,6549,0,0,6549,18,0,0,18,2,3,8,3,2,2,1,32.835,0.0,0.0,32.835,23200,0,0,23200,18,0,0,18,5,9608,15,4,14,SLOT,ETG_CROSS_SELL,2404.5,False,True,False
A41514,2,Elite,121,Manila,0.0,31 - 40,1,2,1,1,4.079,0.0,4.079,0.0,3951,0,3951,0,688,0,688,0,1,2,2,0,0,0,5,0,5,0,4622,0,4622,0,681,0,681,0,0,3,7,7,0,0,0,17.469,0.0,17.469,0.0,17875,0,17875,0,530,0,530,0,4,3951,685,2,4,SLOT,ETG_CROSS_SELL,1975.5,False,False,False
A41556,1,Prime,34,Mandaluyong_Pasig,297.6,31 - 40,1,1,1,0,0.267,0.267,0.0,0.0,493,493,0,0,1094,1094,0,0,1,2,1,0,0,1,1,0,0,0,1283,682,0,601,703,1094,0,36,5,1,2,1,0,0,1,0.618,0.39,0.0,0.228,1283,682,0,601,703,1094,0,36,5,481,1094,1,0,SLOT,ETG_CROSS_SELL,493.0,True,True,True
A41602,1,Prime,8,Pasay,182.4,Above 60,1,1,0,1,0.122,0.0,0.122,0.0,117,0,117,0,962,0,962,0,1,1,1,0,0,0,1,0,0,0,909,0,58,396,126,0,598,40,1,5,7,4,1,1,1,4.895,0.348,3.508,0.563,5257,641,3718,445,729,437,952,34,1,117,962,1,0,SLOT,ETG_CROSS_SELL,117.0,False,False,False
A41610,3,Prime,64,QC,269.4,51 - 60,1,3,2,1,31.912,0.0,9.364,6.592,7494,0,1910,1837,85,0,139,8,1,1,0,0,0,1,8,0,2,2,1956,0,160,818,48,0,81,12,0,4,7,2,0,2,3,52.672,0.0,6.379,21.163,31158,0,889,15590,43,0,119,18,1,7480,73,3,31,SLOT,ETG_CROSS_SELL,2498.0,False,True,False
A41666,1,Elite,59,Makati_BGC,46.2,Above 60,1,1,0,1,0.218,0.0,0.087,0.022,29,0,15,0,294,0,365,15,2,2,1,0,1,0,4,2,0,0,6236,4376,0,15,2288,1967,0,0,1,11,11,2,1,3,5,15.087,10.05,0.0,1.244,24679,17896,0,1152,1395,1628,0,19,1,29,292,1,0,SLOT,ETG_CROSS_SELL,29.0,False,False,False
A41743,1,Premium,50,Makati_BGC,45.0,31 - 40,1,1,0,1,0.242,0.0,0.0,0.242,728,0,0,728,105,0,0,105,1,2,2,0,0,0,1,0,0,1,5535,0,0,5535,94,0,0,94,0,3,4,3,1,0,0,2.685,0.209,0.0,2.089,9546,329,0,8392,164,437,0,112,1,714,102,1,0,SLOT,ETG_CROSS_SELL,728.0,False,True,False
